template,text
NN CC NN IN DT NN,"['humor, and taste, with a script', 'honesty and grit of the source', 'witless, and sappy"" with a ""tame,', 'dumb, and derivative, with a bland', 'disappointment and frustration with the film.', 'immediacy and pain of the event', 'simplicity and directness as a strength.', ""disappointment and frustration with the film's"", 'acceptance, and living in the moment,', 'suspense and storytelling of the original.', 'complexity, and artistry, with a meandering', 'sterile, and creepy, with a focus', 'charm and fun of the original.', 'grit and authenticity of the original.', 'desperation and sadness of a disintegrating', 'satire and bite of the original.', 'agency, and self-discovery in a society', 'cleverness and wit, with a script', 'depravity and ego of the characters.', ""abilities, and note that the film's"", 'love, and relationships, with a focus', 'romance, and humor in the film.', 'skin and linger in the mind', 'pleasant, and airy, with a touch', 'sensationalism and manipulation of the media,', '""what"" and ""how"" of a crime,', 'stiff, and unadventurous, with some feeling', 'story and characters, with some feeling', 'intelligence and nuance of that film.', 'brutality and intensity of the boxing']"
IN DT NN IN DT NN,"['as a milestone in the history', 'with some feeling that the script', 'with a focus on the depravity', 'with a lump in the throat.', 'through the heart"" of the franchise.', 'By the end of the film,', 'at the center of the plot', 'with the modernity of the cast.', 'of the couple, with the lead', 'with a focus on the simple', 'at the center of the frame', 'as the highlight of the film.', 'like a ""Cadillac of a movie""', 'of the importance of the space', 'from the book into the script,', 'as a master of the horror', 'in the midst of the action,', 'in a ""scuz-pit"" of a movie.', 'on the life of an artist.', 'as the highlight of the film,', ""by the praise for the film's"", 'on the spirit of the genre', 'as a highlight of the series.', 'as a reminder of the importance', 'As the story unfolds, the movie', 'on the level of a master', 'as a ""doofus in a felt']"
JJ NN WDT VBZ DT NN,"['loud sequel that lacks the charm', 'thought-provoking film that explores the topic', 'romantic film that captures the essence', 'insightful direction, which creates a sense', 'acclaimed drama that tells the story', 'engaging film that explores the making', 'feel-good movie that celebrates the resilience', '""slice-of-life"" story that captures the spirit', 'certain charm that makes the movie', 'intimate drama that explores the life', 'entertaining watch that affirms the importance', 'trivial people"" that lacks the sophistication', 'emotional docudrama that tells the story', 'romantic drama that tells the story', 'heist movie that follows the story', 'romantic comedy that follows the story', 'entertaining film that captures the spirit', 'messy, ride that explores the darker', 'complex plot that weaves a web', '""lived-in authenticity"" that captures the city\'s', 'post-apocalyptic thriller that explores the theme', 'talented cast that brings the story', 'incisive screenplay, which captures the quasi-friendship', 'independent film that offers a refreshing', 'atmospheric drama that explores the world', ""first effort that showcases the directors'"", 'unsettling film that explores the darker', 'provocative drama that tells the story', 'tour-de-force performance that holds the screen', 'suspenseful thriller that explores the darker', 'dark comedy that explores the cutthroat', 'deliberate choice that reflects the messy', 'delightful film that follows the training']"
IN DT NN VBZ DT NN,"['as a ""great film,"" a ""masterpiece,""', 'that the film is an improvement', 'that the film is a departure', 'that the film is a ""pleasing""', 'that the film is a masterpiece', 'Overall, the movie is a harmless,', 'Overall, the documentary is a must-see', 'Overall, the film is a must-see', 'that the film ""ignores the plea', 'Overall, the film is a grubby', 'Overall, the film is a charmless', 'that the film is a fun', 'unfolds, the movie critiques the sensationalism', 'Overall, the film is a ravishing', 'that the movie is a disappointment.', 'Overall, the film is a worthwhile,', 'that the film is a shallow,', 'Overall, the movie is a ""dud""', 'that the film has some clichéd', 'that the film is a disappointment', 'Overall, the movie is a poignant', 'that the film is a misfire,', 'for a bygone era, the dialogue', 'that the film has a lot', 'that the film is a return', 'Overall, the movie is a rambling', 'Overall, the consensus is that ""Mission', 'that the movie is an enjoyable,', 'that the film is a pleasant,', 'that the film is an enjoyable,', 'that the movie is a career-ender']"
DT NN VBZ DT NN IN,"['the film is a masterpiece of', 'the documentary is a must-see for', 'The film is a must-see for', 'the film is a worthwhile, if', 'the film is a departure from', 'The movie tells the story of', 'The film is a celebration of', 'The film is a drama about', 'The film tells the story of', 'the film tells the story of', 'The movie explores the concept of', 'the film ""ignores the plea in', 'the film takes the viewer on', 'The text is a collection of', 'the film has a lot of', 'the film is a must-see for', 'The movie follows the story of', 'the movie is an enjoyable, if', 'The article is a review of', 'the movie is a career-ender for', 'the film is a waste of', 'The movie is a commentary on', 'the film is an improvement over', 'The film follows the rise of', 'The film is a mashup of', 'The reviewer praises the film as', 'The film is a masterpiece, with']"
NN NNP NNP VBZ DT JJ,"['film ""10"": ""10"" is a romantic', '""The Lost Husband"" is a romantic', 'movie ""Butt Boy"" is a quirky,', 'movie Jagged Edge is a well-crafted,', 'movie ""Wild America"" has a nostalgic', '""Jack Goes Boating"" is a modest,', 'movie Red Sonja is a disappointing', 'movie ""They Remain"" is a slow-burning,', 'movie ""Leap Year"" is a powerful', '""Law Abiding Citizen"" is a lazy,', 'movie ""The Grifters"" is a stylish', 'movie Alien Nation has a promising', 'movie ""Civic Duty"" is a psychological', 'movie ""Faults"": ""Faults"" is a slow-burning,', '""Gone Baby Gone"" is a impressive', 'director, Damien Chazelle, demonstrates a natural', '""The Lost City"" is a flawed', '""Good Luck Chuck"" is a romantic', 'director, Lowell Sherman, does a ""commendable', 'actress, Jordana Beatty, gives a spunky', 'film ""Film Geek"" has a likable']"
IN DT NNS VBP IN DT,"['Overall, the reviews suggest that the', 'While some reviewers acknowledge that the', 'While some critics note that the', 'While some reviewers note that the', 'Overall, the summaries suggest that the', 'While some critics feel that the', 'among the reviews are that the', 'of the reviews include: * The']"
VBZ DT JJ NN WDT VBZ,"['is a ""special event"" that is', 'is a psychological thriller that explores', ""it's a worthy sequel that doesn't"", 'is a dark comedy that explores', 'is a romantic comedy that has', 'is a post-apocalyptic thriller that explores', 'is a failed comedy that fails', 'is a psychological thriller that pays', 'is a German thriller that has', 'is a deliberate choice that reflects', 'is a sci-fi thriller that has', 'is a romantic comedy that follows', 'is a warts-and-all portrayal that showcases', 'is a haunting drama that explores', 'is a must-see documentary that is', 'novel, a ""mind-shattering experience"" that is', 'is a character-driven drama that is', 'is a heist movie that follows', 'is a satirical comedy that follows', 'is a great film that provides', 'is a marvelous film that breaks', 'has a certain charm that makes', 'is a romantic dramedy that takes', 'is a feel-good movie that celebrates', 'is a throwaway movie that fails', 'is a lackluster experience that fails', 'is a romantic comedy-drama that follows', 'is a romantic drama that tells', 'is a dark comedy that showcases', 'is an action-packed film that has']"
IN DT JJ NN IN DT,"[""* The film's focus on the"", ""that the film's message about the"", 'as a disappointing entry in the', 'over a thoughtful exploration of the', 'as a powerful exploration of the', 'as the imperious editor of a', 'like a textbook example of an', 'as a powerful reimagining of the', 'as a major flaw, with some', 'with a newfound appreciation for the', ""that the film's portrayal of the"", ""that the film's dynamic between the"", 'on a classic tale, with some', ""that the film's focus on the"", 'with a vivid portrait of a', 'in a ""B"" production with a', ""that the actor's absence in the"", 'as a necessary part of the', 'with a unique take on the', 'as a ""delightful mix of the', 'within the feminist movement of the']"
IN NNP NNP VBZ DT JJ,"['in San Francisco"" is a stunning', 'by Brian Henson, is a successful', 'at Your Door"" is a post-apocalyptic', 'of Xander Cage"" is a brainless,', 'that ""The Insult"" is a must-see', 'by Kevin Macdonald is a powerful', 'that ""Daddy\'s Home"" is a flawed', 'while Dennis Hopper adds a showy', 'that ""In Secret"" is a disappointing', 'by Hong Sang-soo is a light', 'at Your Door"" is a smart', 'by Dagur Kari is a quirky', 'that ""The Chumscrubber"" is a disappointing', 'by Alexander Sokurov is a haunting', 'that Iron Man is a fun,', 'Before Her Eyes"" is a disappointing', 'that ""The Dinner"" is a well-acted', 'that ""The Mule"" is a flawed', 'by Barry Sonnenfeld, is a lazy,', 'that ""Red Sparrow"" is a flawed', 'that ""Money Train"" is a mediocre', 'that ""Barney\'s Version"" is a worthwhile', 'that ""Office Space"" is a enjoyable', 'by Christopher Bell, is a personal', 'that ""Gemini Man"" is a disappointing', 'that ""Lorna\'s Silence"" is a masterful', 'by Lee Chang-dong is a psychological', 'that ""Meek\'s Cutoff"" is a masterful', 'of Anthony Burgess\' novel, a ""mind-shattering', 'that Tokyo Godfathers is a moving,']"
VBG DT NN NN NN CC,"[""praising the film's style, cast, and"", ""praising the film's gentle, nuanced, and"", ""praising the film's ambition, visuals, and"", ""praising the film's authenticity, complexity, and"", ""praising the film's ambition, performances, and"", ""praising the film's humor, wit, and"", ""praising the film's authenticity, energy, and"", ""praising the film's humor, satire, and"", ""praising the film's pulpy, gritty, and"", ""praising the film's beauty, charm, and"", ""praising the film's performances, music, and"", ""praising the film's originality, intelligence, and"", ""praising the film's wit, humor, and"", ""praising the film's visuals, performances, and"", ""praising the film's cleverness, wit, and"", ""praising the film's visuals, action, and"", ""praising the film's beauty, atmosphere, and"", ""praising the film's charm, wit, and"", ""praising the film's action, humor, and"", 'calling the movie shallow, forced, and', ""praising the film's visuals, music, and"", ""praising the film's subtle, dry, and"", ""praising the film's intelligence, humor, and"", ""praising the film's creativity, imagination, and"", 'calling the film crass, lowbrow, and', ""praising the film's originality, humor, and"", 'finding the film charming, funny, and', ""praising the film's direction, writing, and"", ""praising the film's humor, creativity, and""]"
JJ NN WDT VBZ TO VB,"['failed comedy that fails to deliver', 'ambitious film that fails to deliver', 'unexciting film that fails to deliver', 'current film that nods to classic', 'throwaway movie that fails to deliver', 'made-for-TV-style movie that fails to engage', 'creative style that manages to be', 'bankrupt thriller that fails to deliver', 'weird film that attempts to emulate', 'unsuccessful film that fails to deliver.', 'unnecessary sequel that fails to improve', 'ambitious film that fails to live', 'lackluster experience that fails to impress.', 'unnecessary sequel that fails to deliver', '""stupid thriller"" that fails to engage', 'exploitative movie that fails to engage', 'manipulative affair that fails to deliver', 'romantic comedy that fails to deliver.', 'romantic comedy that fails to leave', 'conversation-driven film that fails to deliver.', 'bad movie that fails to impress.', 'challenging film that demands to be', 'frustrating film that fails to live', 'unoriginal film that fails to live', 'amusing film that fails to live', 'unmemorable film that fails to live', 'forgettable film that fails to deliver', 'uninspired sequel that fails to deliver.', 'formulaic adaptation that fails to engage', 'uninspired caper that fails to deliver']"
DT NN CC JJ NN IN,"['a vivid and unflinching portrayal of', 'a tender and beautiful movie about', 'The repetitive and shallow portrayal of', 'a groundbreaking and influential work of', 'a thought-provoking and entertaining exploration of', 'a stark and realistic portrayal of', 'a fun and energetic look at', 'a shallow and awkward attempt at', 'a compassionate and thoughtful study of', 'a harrowing and cautionary look at', 'a jazzy and graphic style, with', 'a stark and realistic look at', 'a poignant and nuanced exploration of', 'the messy and unresolved nature of', 'a fun and thought-provoking drama, while', 'a poignant and accessible portrayal of', 'a pointless and nasty exercise in', 'a ""chilling and mesmeric"" adaptation of', 'a heartwarming and quirky drama about', 'a rambling and undisciplined failure from', 'a ""satisfying"" and ""entertaining"" update of', 'a moving and cathartic exploration of', 'a carefree and explicit portrayal of', 'a clever and modern take on', 'a vibrant and exciting recreation of', 'a poignant and artful portrayal of', 'The cinematography and lead performance by', 'an intimate and revelatory look at', 'a concise and entertaining look at', 'a poignant and authentic portrayal of', 'a charming and uplifting ride, while']"
NN DT NN VBZ DT JJ,"['reviews: The movie is a ""superior', 'flaws, the film is a fascinating', 'content, the film follows a predictable', 'summary: The film is a stunning', 'flaws, the film remains a memorable']"
NN TO VB DT NN IN,"['ability to capture the sense of', 'way to pass the time, with', 'eagerness to play the role of', 'ability to evoke the spirit of', 'ability to engage the audience, with', 'time to put a ""stake through', 'film to be a decent, if', 'ability to recreate the reality of', 'ability to create a sense of', 'struggle to convey a sense of', 'way to pass the time after', 'goodwill to carry the audience through', 'animation to create a sense of', 'ability to take the viewer on', 'ability to convey a range of', 'soundtrack to be a highlight, while', 'ability to put the viewer in', 'ability to evoke a sense of']"
NNS VBG DT NN NN NN,"[""critics praising the film's subtle, dry,"", 'critics finding the film charming, funny,', ""critics praising the film's campy humor,"", ""critics praising the film's performances, music,"", ""critics praising the film's authenticity, complexity,"", ""critics praising the film's dark humor,"", ""critics praising the film's ambition, visuals,"", ""critics praising the film's humor, wit,"", ""critics praising the film's humor, creativity,"", ""critics praising the film's cleverness, wit,"", ""critics praising the film's action, humor,"", ""critics praising the film's authenticity, energy,"", ""critics praising the film's originality, intelligence,"", ""critics praising the film's charm, wit,"", ""critics praising the film's ambition, performances,"", ""critics praising the film's direction, writing,"", ""critics panning the film's dull plot,"", ""critics praising the film's gentle, nuanced,"", ""critics praising the film's visuals, action,"", ""critics praising the film's beauty, charm,"", ""critics praising the film's style, cast,"", ""critics praising the film's pulpy, gritty,"", 'critics calling the film crass, lowbrow,', ""critics praising the film's creativity, imagination,"", ""critics praising the film's visuals, performances,"", ""critics praising the film's wit, humor,"", ""critics praising the film's visuals, music,""]"
NN IN DT JJ NN DT,"['tale of the old west,"" a', 'culture On the other hand, some']"
NN WDT VBZ DT NN IN,"['film that explores the making of', 'drama that explores the world of', 'comedy that follows the story of', 'film that follows the training of', 'film that captures the spirit of', 'epic that tells the story of', 'direction, which creates a sense of', 'sequel that lacks the charm of', 'film that explores the world of', 'movie that tells the story of', 'drama that explores the life of', 'story that captures the spirit of', 'screenplay, which captures the quasi-friendship between', 'documentary that tells the story of', 'movie that celebrates the resilience of', 'movie that follows the story of', 'premise, which involves a child in', 'docudrama that tells the story of', 'drama that tells the story of', 'thriller that explores the theme of', 'story that explores the fluidity of', 'film that explores the topic of', 'movie that marks the beginning of', 'score that captures the mood of', 'film that captures the essence of', 'plot that weaves a web of', 'watch that affirms the importance of']"
DT NN VBZ DT JJ CC,"['the movie is a cynical and', 'The movie is both sad and', 'the film remains a beautiful and', 'The film is a slow-burning and', 'the film features a spontaneous and', 'the film is a successful and', 'the film is a joyous and', 'the film follows a predictable and', 'The documentary is a romantic and', 'the film is a disappointing and', 'The movie is a visceral and', 'the movie is a disappointing and', 'the film is an enjoyable and', 'The plot follows a familiar and', 'the film is a simple and', 'the movie is an entertaining and', 'the film has a well-intentioned and', 'the film is a unique and', 'The movie presents a visceral and', 'The film offers a nuanced and', 'The film is a contemplative and', 'the film is a delightful and', 'The movie is a disappointing and', 'The result is a misguided and', 'the film is a well-made but', 'the film is a personal and', 'The film is a quiet and', 'the film is a well-meaning but', 'The film showcases a dyspeptic and']"
NN IN DT JJ NN NN,"['film as a ""lunk-headed train wreck"",', ""protest of the British government's treatment"", 'albeit in a guilty pleasure kind', 'it, with a high body count', ""story of a small-town band's rise"", 'performance as a Siberian prison guard', ""drama about a young producer's rise"", 'vacation from the usual multiplex fare,""', 'swashbuckler with a rich story, lush', 'portrayal of a complex female friendship.', 'depth, with a social justice message', 'adaptation of the popular TV show.', 'place at a suburban dinner party.', 'editor of a glossy fashion magazine.', 'moments, with a starkly beautiful aesthetic.', ""reliance on the main character's ignorance"", 'twist on the typical disaster movie', ""portrayal of a young boy's experience"", 'reviews for the French slasher film', 'film from a lightweight chick flick', 'promising, with a distinctive filmmaking style.', 'moral"", with a ""quirky, haunting quality"".', 'pic-caper with a soft-pedaled minority empowerment', 'summary of the documentary ""Dealt"": ""Dealt""', 'story about a 17-year-old albino teenager', 'portrayal of a teen love story', 'update of the teen summer holiday', 'exploration of the creative process, management,', 'story of a twisted love triangle']"
CC NN IN DT JJ NN,"['and promising, with a distinctive filmmaking', 'and mistrust in a loved one.', 'and heartfelt,"" with a ""daffy"" storyline', ""and frustration with the movie's lack"", 'and poised, with a natural flow', 'and well-acted, with a talented cast', 'and enjoyable, with a few standout', 'and poignant, with a unique take', 'and humor of the original novel.', ""and reliance on the main character's"", 'and charm of the first film.', 'and creepy, with a strong setup', 'and creepy, with a vivid portrait', 'and tenderness of the previous film.', 'and forgettable, with a ridiculous plot', 'and ""pleasant"" in a mindless way.', 'and action over a thoughtful exploration', 'and lack of a traditional plot', 'and essence of a tumultuous era.', 'and originality of the first film,', 'and quirkiness of the original book.', 'and look of the live performance']"
NN NN NN CC JJ NN,"['direction, dark humor, and poetic vision', 'craftsmanship, taut narrative, and twisted charm', ""film's humor, characterizations, and social awareness,"", 'entertainment value, cast, and timely commentary', ""film's beauty, intelligence, and emotional impact."", ""film's pulpy, gritty, and unpredictable nature."", 'punk, funk, art, and avant-garde sounds.', ""film's relentless pace and intense action"", ""film's ambition, performances, and emotional impact,"", ""film's originality, humor, and visual beauty,"", ""film's originality, intelligence, and emotional resonance."", 'performances, crisp photography, and ominous mood.', ""film's tender, funny, and intimate depiction"", ""film's performances, music, and character-driven drama,"", ""film's creativity, imagination, and emotional depth."", ""film's visuals, performances, and emotional impact,"", ""film's authenticity, complexity, and moral ambiguity."", ""film's beauty, charm, and emotional resonance."", 'storytelling, character development, and emotional resonance.', 'cinematography, poignant storytelling, and powerful exploration', ""film's visuals, performances, and musical numbers,"", ""film's intelligence, humor, and unique style."", 'logic, incoherent plot, and excessive violence.', 'conversations, intimate cinematography, and meditative landscapes.', 'sound design, visuals, and psychological horror', ""film's charm, wit, and romantic comedy"", ""prestige drama template and doesn't deviate"", 'plot holes, absurdity, and hackneyed message', ""film's creativity, imagination, and fresh take""]"
NNP VBZ DT JJ NN WDT,"['Ransom"" is a failed comedy that', 'Party"" is a love-it-or-hate-it film that', '""Friday"" is a divisive film that', 'Bear"" is a feel-good movie that', 'You"" is a romantic drama that', '""Premature"" is a marvelous film that', 'Friends"" is a dark comedy that', 'Midwife"" is a character-driven drama that', '""Marwencol"" is a must-see documentary that', 'Sokurov is a haunting drama that', '""1917"" is a must-see film that', 'Duty"" is a psychological thriller that', '""Yella"" is a German thriller that', 'Born"" is a must-see movie that', 'Burgess\' novel, a ""mind-shattering experience"" that', 'Redemption is an action-packed film that', 'Heaven"" is a romantic comedy-drama that', 'Diesel has a certain charm that', 'Book"" is a romantic comedy that', 'Keeps"" is a throwaway movie that', 'Rogers is a satirical comedy that', '""10"" is a romantic comedy that', 'Door"" is a post-apocalyptic thriller that', 'Town"" is a romantic comedy that', 'Foot"" is a great film that', '""Duma"" is a ""special event"" that', 'Dreams"" is a romantic dramedy that', 'Studio"" is a psychological thriller that', 'Chuck"" is a romantic comedy that']"
NN VBZ VBN IN PRP$ NN,"['direction is praised for its skill', 'work is known for its boldness,', 'film is praised for its simplicity,', 'film is commended for its focus', 'character is overshadowed by his co-stars,', 'movie is panned for its whiny', 'movie is praised for its serene', 'direction is praised for its subtlety,', 'kindness is undermined by its violent', 'film is praised for its satire,', 'movie is praised for its attention', 'film is praised for its ability', 'film is panned for its dull,', 'movie is praised for its originality,', 'script is praised for its ear', 'dialogue is praised for its accuracy', 'film is praised for its clever', 'film is praised for its unique', 'film is praised for its attention', 'animation is praised for its integration', 'script is praised for its smartness', 'film is marked by its subtlety,', 'animation is praised for its quirky', 'film is commended for its intelligence,', 'film is praised for its cleverness,', 'script is praised for its cleverness', 'film is praised for its tender', 'documentary is praised for its engaging']"
DT NN VBZ RB VBN IN,"['The movie is also criticized for', 'The dialogue is also criticized for', 'The animation is widely praised for', 'the film is particularly praised for', 'the execution is often criticized for', 'The film is often described as', 'The film is also commended for', 'The dialogue is often criticized as', 'the film is ultimately marred by', 'the documentary is widely praised for', 'the film is ultimately seen as', 'The direction is also criticized for', 'The film is also noted for', 'The direction is also panned by', 'the writer-director-star, is widely praised for', 'The pacing is often described as', 'The movie is also commended for', 'The script is also commended for', 'the movie is not funny, with', 'the film is too focused on', 'The storytelling is also criticized for', 'The script is also panned for', 'The documentary is also commended for', 'The cast is also praised for']"
NNP NNP NNP CC NNP NNP,"['Osment, Kevin Spacey, and Helen Hunt.', 'Tommy Lee Jones and Anne Heche,', 'Melissa Joan Hart and Adrian Grenier.', 'Aniston, Catherine Keener, and Frances McDormand,', 'Jr., Naomi Watts, and Octavia Spencer.', 'Robert Downey Jr. and Jamie Foxx', 'Dame Judi Dench, and Penélope Cruz.', '""Mesrine: Killer Instinct"" and ""Mesrine: Public', 'Penn, Megan Mullally, and Seymour Cassel,', 'Redgrave, Michael Denison, and Margaret Rutherford,', 'Stiller, Owen Wilson, and Robin Williams,', 'Fonda, Candice Bergen, and Mary Steenburgen,', 'Zellweger, Hugh Grant, and Colin Firth,', 'Bridges, Jon Hamm, and Cynthia Erivo,', 'Moore, David Duchovny, and Garry Shandling,', 'Monaghan, Morgan Freeman, and Amy Ryan.', 'Shandy: A Cock and Bull Story""', 'Michael B. Jordan and Jamie Foxx', 'Piven, Ving Rhames, and Ed Helms,', 'Penn, Josh Brolin, and Ryan Gosling,', 'William H. Macy and Maria Bello,', 'Campbell, Denise Richards, and Bill Murray.', 'Witherspoon, Paul Rudd, and Owen Wilson,', 'F. Murray Abraham and Tom Hulce', 'Robert De Niro and Eddie Murphy,', 'Philip Seymour Hoffman, and Julia Roberts.', 'Gere, Laura Linney, and Rebecca Hall,', 'Fillion, Amy Acker, and Alexis Denisof,']"
JJ NN CC DT JJ NN,"['romantic escapism"" and a ""lush, genteel', '""lame retread"" or a ""mindless barrage', 'blind man and a deaf man', '""real find"" and a ""well-paced story""', 'good time"" and a ""delightful romp""', 'cinematic craft and a major achievement', ""film's creation or a deep analysis"", 'ensemble cast and the individual performances,', 'toe-tapping music and a talented cast.', '""popcorn-movie deluxe"" and a ""slam-bang action', '""superior craftsmanship"" and a strong performance', ""cartoonish backstory, and the film's treatment"", 'striking imagery and a few beguiling', 'art, coping, and the human experience.', ""uncomfortable aesthetic, and the director's focus"", 'youthful alienation, and the human condition.', 'adrenal gland"" and a ""white-knuckle ride.""', 'fun, energetic, and a worthy addition', 'intellectual delight"" and a ""hypnotic head', 'love, desire, and the human fear', ""actresses' chemistry and the sensitive direction"", '""pop-culture calamity"" and a ""soulless, passionless""', '""generic"" direction and a ""paint-by-numbers"" plot', '""total hoot"" and a ""giddy reminder""', 'missed opportunity and a disappointing effort', 'feminist approach, but the actual movie', 'surfing culture and the natural beauty', 'memorable soundtrack and a strong sense']"
DT NN CC NN IN DT,"['the honesty and grit of the', 'the originality and charm of the', 'the music and culture of the', 'the surprise and originality of the', 'the depravity and ego of the', 'the story and characters, with some', 'the brutality and intensity of the', 'the camaraderie and teamwork of the', 'the immediacy and pain of the', 'the richness and quirkiness of the', 'the spirit and look of the', 'the desperation and sadness of a', 'the grit and authenticity of the', 'the charm and fun of the', 'the ""what"" and ""how"" of a', 'the sensationalism and manipulation of the', 'the look and feel of the', 'the skin and linger in the', 'the sparkle and inventiveness of the', 'both inspiring and problematic, with some', 'the heart and tenderness of the', 'the mood and essence of a', 'the satire and bite of the', 'the wit and humor of the', 'the economy and skill of the', 'the suspense and storytelling of the', 'the intelligence and nuance of that']"
