template,text
IN DT NN NN IN NNP,"['in a video message on Facebook,', 'during a campaign stop in Le', 'with the return leg on May', 'of the treatment discussion for BRCA1', 'of a prohibition order against Guffick.', 'of a summer cull at City.""]', 'through a $3.8million mansion in Rumson,', 'in a car accident in Arizona', ""for a bathing box on Brighton's"", 'during the television debate on Thursday', ""in the club's history, behind Raul"", 'in a valley south of Kabul.', 'at a campaign rally in Warrington.', 'over the training session, with Lionel', 'at an apartment complex in Myrtle', 'after a power failure at Clapham', 'after a hamstring problem, while Wes', 'in the press room on Tuesday,', 'During a campaign stop in New']"
DT JJ JJ NN IN NNP,"['the first full house at Ewood', 'a historic Georgian mansion in Salisbury,', 'a narrow 12-11 victory over Racing', 'a recent financial survey by Deutsche', 'a strong defensive performance against Raheem', 'a difficult first season at Old', 'an impressive circular panorama of Scheveningen.', 'an important 4-1 victory over Kilmarnock', 'a former technical director at Tottenham', 'a hard-fought 1-0 victory over Manchester', 'a dramatic 1-0 victory over QPR', 'a narrow 114-109 victory over Toronto.', 'no known personal relationship between Mann', 'a disappointing 1-0 defeat, with Niall', 'a hard-fought 2-1 victory over Reading', 'a 20-year-old autistic man from Brooklyn,', 'a comfortable 40-13 victory over London', 'a 37-year-old single mother from Perth,']"
NN NN IN NNP NNP NNP,"[""career advice from Albert 'Chip' Colley,"", 'lobster restaurant in Cape Breton, Nova', 'campaign stop in New Hampshire, Republican', '$5,000 bail at Hillsborough County House', 'basketball recruit from Eastern High School', ""club\\'s pitch at St Mirren Park"", 'range debut at Mercedes-Benz Fashion Week', 'entertainment reporter for CBS New York,', 'business partner of Alchemy Direct Media.', ""car accident on New South Wales'"", 'training session, with Lionel Messi, Neymar,', ""bathing box on Brighton's Dendy Street"", '$3.8million mansion in Rumson, New Jersey.', 'hamstring problem, while Wes Brown (knee)']"
DT NN IN PRP$ JJ NN,"['the cleanser for its clean smell', ""the aisle of her uncle's shop"", 'the home of his biological mother', 'the release of their 10th studio', 'an image of his muscular torso', 'the demotion of his nine-year-old son', ""the outcome of their upcoming match.']"", 'a video of his ecstatic celebration', 'a break from their intense training', 'a tattoo over his left eye.', 'the return of their hometown hero,', 'a picture of her unappetizing salad', 'a referee after their 3-2 loss', 'the theft of her 17-day-old daughter,', 'a suspension from his red card', 'the removal of her healthy appendix.', 'a growth over her left eye.', 'the safety of their own children.""]']"
NN IN NN IN DT NN,"['radius of contamination around the power', 'reduction of aggression in the region,', 'life in prison without the possibility', 'murder in connection with the death', 'member of staff during the incident.', 'lack of population in the area', 'rank of sergeant at the time', 'source of help in the area.', 'injury in time for the semi-final.', 'bone for analysis in the lab.', 'shot on target throughout the game,', 'boyfriend in connection with the case.', 'week as part of an effort', 'dust as part of a prank.', 'sense of fairness during the battle', 'value for money in any deals.', 'essence of solitude in the heart']"
NNS IN DT NN IN DT,"['times in the back of the', 'airstrikes in the area over the', 'figures in the victory, with the', 'comments about the incident, with some', 'worms on the surface of the', 'devices without the need for a', 'games in a row for the', 'scandals in the history of the', 'questions about the safety of the', 'results as a result of the', 'ingredients in the middle of the', 'hollows on the surface of a', 'minutes from the center of the', 'tackles of the season during a', 'funds at the end of the', 'rivals at the top of the', 'comments during an interview with The', 'bookings for the season during the']"
IN NN IN DT NN IN,"['on stage for a series of', 'in compensation from the state on', 'at school until the age of', 'of unrest over the death of', 'in prison without the possibility of', 'of fairness during the battle for', 'of sergeant at the time of', 'as bait in the transfer, with', 'with depression during an appearance on', 'of solitude in the heart of', 'of bullying by a gang in', 'of contract at the end of', 'on trial for the murder of', 'into transition at the end of', 'in anticipation of the birth of', 'in manure at the back of', 'on improving, despite the disappointment of', 'in connection with the death of']"
NN IN DT NNP NNP NN,"['victim of the Boston Marathon bombings,', 'hurdle for the Northrop Grumman-built jet,', 'summer for a La Liga record', 'injury during a Super Rugby match', 'militia of the Islamic State (ISIS).', 'gyrocopter on the U.S. Capitol lawn', 'opening of the Savage Beauty exhibition', 'half of the Premier League table,', 'girl in a South Carolina dumpster', 'top of the Serie A table,', 'place in the England Test team.', 'leg of the Champions League quarter', 'attendance at the Maundy Day service', 'fault with the Piper Tomahawk aircraft', 'appearance in a North Carolina courtroom', 'playing at the Kurri Kurri dawn', 'mother in the Islamic State capital', 'video of an Air Force veteran']"
VBD VBN IN DT JJ NN,"['was surprised by the late-season impact', 'was arrested at a residential facility', 'were booked during the 0-0 draw', 'was welcomed by a warm crowd', 'was dismissed in a civil lawsuit', 'became embroiled in an international row', 'was broadcast on the popular talk', 'was reinstated after a forensic analysis', 'was raised in a good home', 'was asked about the cosmological effect', 'was left in a hysterical state.', 'was cleared of a similar murder', 'looked set for a comfortable win.', 'was found by a British soldier', 'was accepted during the quarterly meeting', 'was diagnosed with a rare form', 'was sold in a private transaction', 'was located near a creek bank', 'was found in a septic tank']"
DT NN IN NNP NNP IN,"['a facility in San Diego until', 'a ute on Wyee Road near', 'the balcony of Buckingham Palace with', 'a canal in Yuma, Arizona, after', 'the form of Thomas Muller in', 'the road from Guanghui Temple in', 'an expert in Public Health at', 'the delivery of Kevin Molino, despite', 'the arrival of Prince George at', 'a hangar at Heathrow Airport while', 'the appointment of Najam Sethi as', 'a lecturer at Basingstoke College of', 'a tackle by Martin Demichelis during', 'a swipe at Myleene Klass for', 'a cave in Apulia, Italy, in', 'the election of Muhammadu Buhari as', 'the murder of Pennie Davis in']"
NN IN DT NNP NNP IN,"['seed in the Southwest Division with', 'incident at the WGC-Cadillac Championship in', 'debut in the Champions League against', 'appearance at the Woman Awards in', 'ointment from the Middle Ages against', 'integrity of the United Kingdom by', 'birth at the Lindo Wing of', 'leader of the Muslim Brotherhood, along', 'defeat at the Aviva Stadium in', 'term in the Iowa House of', 'deal for the FA Cup, with', 'round of the Masters Tournament at', 'decision in the Premier League in']"
NNP NNP IN DT JJ NN,"['Premier League in a long time.', 'Jaguar XK120 in a Swedish sculpture', 'Hong Kong in an apparent suicide,', 'Hunter Hospital in a critical condition', 'Kurt Zouma in a defensive midfield', 'Hillary Clinton as a presidential candidate.""]', 'Southwest Division with a 100-92 win', 'Steven Gerrard at the same age.', 'Stoke City in a 1-1 draw.', 'Princess Margaret for the 50th anniversary', 'Manchester City in a potential £75million', 'Patrick Bamford over a new contract', 'Prince George at the same hospital.', 'Marr Show in a fuchsia column', ""Anzac Day as an 'imperialist invasion'"", '(VE) Day with a religious service']"
DT JJ NN NN IN NNP,"['a high school freshman with Down', 'the top technology guru for Hillary', 'an intense training session on Monday', 'a broken tail light, with Slager', ""The Australian public's sympathy for Chan"", 'a popular math teacher from Sidney,', 'a median household income of $200,000,', 'a religious freedom law in Arkansas,', 'the organ transplant programme by August', 'a minor car accident in Dorset', 'a 20-year-old college student from Alabama,', 'a former entertainment reporter for CBS', 'an intoxicated horse rider on US', 'A tragic car accident on New', 'a new housing development in Swindon,', ""the Australian public's view of Indonesia"", 'a Bulgarian league match against CSKA', 'a wholesale flower market in Kolkata,']"
NN IN DT NN DT NN,"['investigation at the time, the killer', 'player in the league this season.']"
IN PRP$ JJ NN IN NNP,"['against his former team, as Berdych', 'in their 6-1 win over Porto', 'of their highly-anticipated mega-fight on Saturday', 'in their 0-0 draw at Arsenal.', 'Despite his romantic involvement with Lutsyshyna,', 'in his first start since November,', 'after their 3-2 loss at Bordeaux', ""of her uncle's shop in Stockwell"", 'in their post-season tour of Australia', 'in their 3-1 win over Aston', 'in their 1-0 win against Brighton', 'in their 3-1 win at Palace', 'for his upcoming fight against Manny', ""in their semi-final win over Leinster.']"", 'of their big day on Saturday.', 'from his red card against Chelsea.', 'from their 19-story apartment in Hong', 'in his upcoming fight against Manny']"
NN VBD VBN IN DT NN,"['one was injured during the burglary', 'boat was damaged in a storm.', '$1m was buried in the snow', 'submarine, was used as a master', 'weekend, was treated at the ground', 'discovery was made during an investigation', 'signatory was removed from the list', 'wife was pushed against a wall', 'couple had lived at the farm', 'idea was inspired by the success', 'penalty were held at the port', '$276,000 was made for a bathing', 'driver was attacked by a man', 'Nobody was injured during the incident.""]', 'children, were detained at a checkpoint', 'son was hospitalized as a result', 'body was found with a scrap', '£300,000 was driven through the front']"
NN IN NNP NNP CC NNP,"[""son of Ralph Lauren, and Spain's"", 'match between Quirindi Lions and Narrabri', 'founder of Living Lands & Waters,', ""injury against Borussia Dortmund, and Diaby's"", 'intersection of Fellmongers Road and Boundary', 'target for Manchester City and Chelsea,', 'week at Stamford Bridge but Chelsea', 'talent, with Lionel Messi and Cristiano', 'lock for Northampton Saints and England,', ""complex in Myrtle Beach and Austin's"", ""prospect of Barcelona's Messi and Neymar"", 'send-off of Martin Guptill and James', 'place in Reno, Nevada, and Jeffries,', 'assistant, with Mike Edwards and Kevin', 'affair between Mr. Gunn and Mrs.', 'mansion in Beverly Hills, and Jinkee', 'match between Manny Pacquiao and Floyd']"
DT NN TO VB DT NN,"['the opportunity to own a lamb', 'the suspect to stop the threat.', 'the day to ensure the safety', 'a smuggler to make the journey', 'the biography to counter the influence', 'the right to wear a tuxedo', 'the table to find a compromise.', 'a designer to create a shoe', 'a collaboration to create a beer', 'an experiment to investigate the amount', 'a manager to file a complaint.', 'the governor to veto the bill.', ""this summer to boost the club's"", 'a year to produce the film', 'the ability to explore the site', 'a mission to locate the source']"
NNP NNP CC NNP NNP IN,"['Lionel Messi and Cristiano Ronaldo as', 'Andrew Chan and Myuran Sukumaran in', 'Steve McManaman, and Steven Gerrard at', 'Messi, Neymar, and Xavi Hernandez among', 'Wales, Scotland, and Northern Ireland, with', 'Ben Elton and Eddie Izzard, along', 'United, Chelsea, and Manchester City in', 'Pulliam Recreation & Sports Complex in', 'Fellmongers Road and Boundary Road in', 'Dee Hall and Maxine Cher after', 'Colourfest Lip and Nail Collection by', 'Sailosi Tagicakibau, and Alapati Leiua, while', 'Andrew Chan and Myuran Sukumaran, as', 'Queen Mother and Princess Margaret for', 'Novak Djokovic or David Ferrer on', 'Victoria Museum and Art Gallery in']"
NNP DT JJ NN IN NNP,"['Ward-Prowse, a 20-year-old midfielder for Southampton,', 'Sterling, a 20-year-old forward for Liverpool,', 'Terry, a 27-year-old woman from Barnehurst,', 'Allen, a 27-year-old man from Columbus,', 'Pietrok, a two-year-old girl from Portland,', 'Cleland, a 19-year-old girl from Wallan,', 'Hammond, the final presenter of Top', 'Grimson, a 25-year-old model from Shropshire,', 'Arteta an ankle injury against Borussia', 'Bentley, a 23-year-old artist from London,', 'Tsarnaeva, the 24-year-old sister of Boston', 'Ahmed, the 21-year-old son of Rochdale', 'Saadvakass, an eight-year-old girl from Kazakhstan,', 'Redknapp, the former manager of Queens', 'Mahmood, a 20-year-old woman from Glasgow', 'Barber, a 25-year-old woman from Manchester,']"
NN NNP NN NNP NNP VBD,"['["" Australia coach Darren Lehmann defended', 'time, Google chairman Eric Schmidt met']"
NNP NNP NN IN NNP NNP,"[""Brad Haddin's send-off of Martin Guptill"", 'County Championship match at Trent Bridge,', 'Clapham Junction station in South London.', ""Mustafa Kamal's resignation as International Cricket"", 'Wai Ho suburb of Hong Kong.', 'Islamic State capital of Raqqa, Syria.', 'Martinez (11th minute), before Thiago Alcantara', 'Champions League play-off against Steaua Bucharest', 'Premier League clash with Crystal Palace', 'Aviva Premiership match against Sale Sharks', 'David Lauren, son of Ralph Lauren,', 'Reclaim Australia rally with Pauline Hanson.', 'East Village apartment in New York,', 'Scotlund Haisley, president of Animal Rescue', 'U.S. Capitol lawn on Wednesday, April']"
DT NN NN IN NNP NNP,"['an apartment complex in Myrtle Beach', 'a power failure at Clapham Junction', 'a campaign stop in Le Claire.', 'A lobster restaurant in Cape Breton,', 'the training session, with Lionel Messi,', 'a campaign stop in New Hampshire,', 'a hamstring problem, while Wes Brown', 'the defense lawyer of Paul Ceglia,', ""a bathing box on Brighton's Dendy"", 'an assistant prosecutor in Detroit, Michigan,', 'a business partner of Alchemy Direct', 'a $3.8million mansion in Rumson, New', 'the death sentence of Mohamed Badie,', 'a £12million bid from Hull City']"
IN DT JJ NN NN IN,"['during a Bulgarian league match against', 'in a Swedish sculpture park worth', 'in a defensive midfield role during', 'about an intoxicated horse rider on', 'of a new order, living in', 'of a personal email account during', 'of the potential death penalty for', 'inside a tied plastic bag by', 'for a broken tail light, with', 'by an online fan poll, with', 'of the al-Khansa group""] [\' At', 'of a private email server while', 'during a three-way sex romp in', 'in a third wicket stand of', 'at a new housing development in', 'for a fair referee, promising that']"
JJ NN IN DT NN NNP,"[""unappetizing salad on the franchise's Facebook"", 'first day at the club, Barton', ""national debate over the state's Religious"", 'other woman in the room, Nicole']"
NNP NNP DT JJ NN NN,"['Ian Walters, a driving test examiner,', 'Malik Ghat, a wholesale flower market', 'Ellie Meredith, a high school freshman', 'Kate Kendall, a qualified yoga instructor,', 'Kenneth Lombardi, a former entertainment reporter', 'Pete Evans, an Australian celebrity chef', 'Muhammad Naviede, a 60-year-old banking fraudster', 'Hoda Muthana, a 20-year-old college student', 'AP McCoy, a 20-time champion jockey,', 'Richie Benaud, the legendary cricket commentator', 'Caroline Wozniacki, the fifth-ranked tennis player', 'George Lewith, a complementary medicine researcher,', 'Intrepid Travel, a leading holiday company,', 'Trey Moses, a blue chip college', 'Sherry Arnold, a popular math teacher']"
NN IN DT JJ JJ NN,"['danger of the electrified third rail.', 'captain of the South Korean ferry', 'son of a prominent local businessman,', 'use by an unnamed global maker', ""insight into this intriguing historical puzzle.']"", 'contact with a minor, sexual abuse', 'behavior as a natural human desire', ""sq/ft in the next few years.']"", 'investment into a $1 million-dollar company.', 'title with a hard-fought 1-0 victory', 'shooting of an unarmed black man,', 'introduction of a controversial new campaign', 'world for the fourth consecutive year.', 'ribcage with a high, kung-fu style', 'probation for a prior burglary conviction', 'spot from an ""actual disabled person""', 'parliament in the upcoming general election']"
IN NNP NNP NNP IN NNP,"['at Stanford University School of Medicine', 'at Carroll High School in Monroe,', 'at Hillsborough County House of Corrections,', ""at Chippenham Magistrates' Court, with Trunfio"", 'at Valdosta State University in Georgia,', 'at Queen Mary, University of London,', 'of Wayne Community College in Goldsboro,', 'at Wayne Community College on Monday', 'from Eastern High School in Louisville,', 'at Lenox Hill Hospital in New', 'at Dungannon Magistrates Court on December', 'in Cars Getting Coffee"" with Jerry', ""at St. Mary's Hospital in Paddington,"", 'of John Pat Cunningham in Northern', 'in Goldsboro, North Carolina, on Monday', 'of New South Wales in Australia']"
IN DT NN NN DT NN,"['of a border collie, the snout', 'from a marketing perspective, the campaign']"
IN DT NNP NN IN NNP,"['from the Masters tournament at Augusta', 'for the Under-21 team against Stoke', 'of an Islamic school in Melbourne,', 'for the May issue of Good', 'into a Geelong house on Sunday', 'at the Mexican border on Friday', 'on a Jet2 flight from Glasgow', 'at the U.S. consulate in Benghazi', 'of the Catholic archdiocese in New', 'at the Sirenusa resort on St.', 'at a Woolworths supermarket in Leeton,', 'as a Customs specialist at London', 'after the Mystery Machine from Scooby-Doo,', 'at the Roux restaurant in Westminster.', 'of the Dardanelles campaign, with Prince', 'by a House committee in December']"
NN IN NNP NNP IN DT,"['role as Ross Poldark in the', 'murder of Pennie Davis in the', 'arrival of Prince George at the', 'role as Geoffrey Barone on the', 'praise for Miss Bennett during the', 'delivery of Kevin Molino, despite the', 'apartment in Hong Kong in an', 'clash with Crystal Palace at the', 'facility in San Diego until the', 'team against Stoke City at the', 'victory over London Welsh at the', 'death of Walter Scott by a', 'equalizer for Stoke City in a', 'balcony of Buckingham Palace with the', 'basketball at Ball State in the']"
NN NNP NNP CC NNP NNP,"['mates"" Jeremy Clarkson and James May.', 'duo, Andrew Chan and Myuran Sukumaran,', 'candidates, Ted Cruz and Ben Carson,', 'superfan Margaret Tyler and John Loughery,', 'winger Serge Gnabry and Dan Crowley.', '["" Floyd Mayweather and Manny Pacquiao,', 'vs Thomas Hearns, and Floyd Mayweather', 'brothers, Wiley Bridgeman and Kwame Ajamu,', 'colleagues, Richard Hammond and James May.""]', 'parents, Danielle Davis and Andrew Smith,']"
NNP NN NNP NNP VBZ VBN,"['Arsenal manager Arsene Wenger has dismissed', ""Pacquiao's trainer Freddie Roach has called"", 'Mirren manager Gary Teale has defended', 'Juventus alongside Paul Pogba, has revealed', 'United manager Sam Allardyce has praised', 'German photographer Dieter Klein has spent', 'United defender Phil Jones has called', 'Madrid striker Mario Mandzukic has denied', 'Liverpool manager Brendan Rodgers has defended', 'City manager Manuel Pellegrini has admitted', 'United striker Steve Morison has admitted', 'Southampton boss Ronald Koeman has admitted', 'Tottenham manager Mauricio Pochettino has expressed', 'United target Nathaniel Clyne has admitted', 'Albion manager Tony Pulis has reassured']"
NN IN DT NN IN CD,"['school until the age of 13.', 'money from the company on 12', 'poisoning at the age of 27', 'longevity at the age of 85.', 'week, with a maximum of seven', 'illness since the age of 13,', 'end of the season after seven', 'life at the age of 19', 'defenses, with the assistance of 47', 'point in a bus with 100', 'house after the crash, with one', 'cancer at the age of 19.', 'tall with a circumference of three', 'death at the age of 75.', 'sex with a child under 13,', 'native with a record of 37']"
IN DT NN IN JJ NN,"['on the opportunity for regular playing', 'that the concept of marital rape', 'with a wealth of new information', 'for each destination, with appropriate security', ""about the 'proliferation of zero-hours contracts'"", 'of the debate over religious freedom', 'for a series of live motoring', 'as a gesture of military camaraderie,', 'with a worth of £11 billion.""]', 'as a symbol for white supremacist', 'that a pair of ancient baby', 'in the ute with severe injuries.', 'on the use of deadly force,', 'of the season from pole position', 'at the home with severe bruising']"
